Names,frequency
sarwar ,1
sariyah,1
saree,1
sarban,1
sara ,1
sanaz ,1
sanaa,1
sana,1
samman,1
samiya,1
samira ,1
samira,1
samir ,1
samir,1
samina,1
samin ,1
samim,1
samiah,1
sameh,1
salima ,1
sayyid,1
sediqa ,1
seif,1
shahrbano,1
shakila,1
shakiera,1
shakerria,1
shakerra,1
shakela,1
shakeel,1
shakayla,1
shakala,1
shaida ,1
shaian ,1
shahr-banoo ,1
selma,1
shahnawaz,1
shahla ,1
shahira,1
shahin ,1
shahid,1
shahar,1
shafiqa ,1
shady,1
shadi,1
setara ,1
salima,1
saleha ,1
rashid,1
salama,1
rustam ,1
rukan,1
rowaida ,1
roshaan ,1
roomal ,1
rokhshana ,1
rokhshan ,1
rokhsar ,1
robina ,1
riyad,1
rima,1
rim,1
rihana,1
rigel,1
rida,1
reyhan,1
reemah,1
reema,1
reda,1
rayya,1
rayhan,1
rashod,1
rashieka,1
saad,1
saarah,1
sabera ,1
safa,1
salam,1
salah,1
saladin,1
sakina ,1
saida,1
said,1
saher,1
sahara,1
safia ,1
safia,1
saeida ,1
sabi,1
saeid ,1
sadiya,1
sadira,1
sadeqa ,1
saddam,1
sabria,1
sabra,1
saboora ,1
saboor ,1
sabiya,1
mahammed,1
jericho,1
maha,1
 yaseen,1
 suraya,1
 sozan ,1
 soraia ,1
 soraia,1
 sohila ,1
 sohela,1
 sitarah,1
 simeen ,1
 shuhra,1
 shugofa,1
 sholah,1
 shiva,1
 shireen ,1
 sherin,1
 shefta ,1
 sheema,1
 sheefta,1
 shayda,1
 shayan,1
 shareefa,1
 shareef,1
 shararah,1
 shapour,1
 shameem,1
 shameela,1
 shakur,1
 shahlaa,1
 suzan,1
 taaraa,1
 tabish,1
 valy ,1
 yaqut,1
 yaqoub,1
 waseema,1
 waseem,1
 waly ,1
 waleed,1
 wajmah,1
 wajeeha,1
 waiz,1
 waheedah,1
 waheed,1
 wahaab,1
 valid ,1
 tahir,1
 vali,1
 vahid ,1
